timestamp,level,process_id,thread,module,message,run_id
2025-12-25 16:21:25,INFO,2748148,MainThread,root,"Logging initialized - Level: INFO, File: /media/hanafy/aa9ee400-c081-4d3b-b831-a2a8c83c9f4410/MetaVR/real_state_CRM/ai/customer_chatbot/logs/20251225_162119/chatbot.log",20251225_162119
2025-12-25 16:21:25,INFO,2748148,MainThread,app.main,🚀 Starting Customer Chatbot service...,20251225_162119
2025-12-25 16:21:25,INFO,2748148,MainThread,app.core.vector_store,Initializing pgvector and database tables,20251225_162119
2025-12-25 16:21:25,INFO,2748148,MainThread,app.main,✅ Vector store initialized and pgvector extension verified,20251225_162119
2025-12-25 16:21:25,INFO,2748148,MainThread,app.core.embeddings,Initializing embedding service,20251225_162119
2025-12-25 16:21:25,INFO,2748148,MainThread,app.core.embeddings,Loading embedding model: mohamed2811/Muffakir_Embedding_V2,20251225_162119
2025-12-25 16:21:28,INFO,2748148,MainThread,app.core.embeddings,Embedding model loaded successfully,20251225_162119
2025-12-25 16:21:28,INFO,2748148,MainThread,app.core.embeddings,Embedding service initialized,20251225_162119
2025-12-25 16:21:28,INFO,2748148,MainThread,app.main,✅ Embedding model loaded successfully,20251225_162119
2025-12-25 16:21:28,INFO,2748148,MainThread,app.core.llm,Initializing Cohere LLM Service,20251225_162119
2025-12-25 16:21:28,INFO,2748148,MainThread,app.core.llm,Validating Cohere API connectivity,20251225_162119
2025-12-25 16:21:30,INFO,2748148,MainThread,app.main,✅ Gemini API connectivity validated,20251225_162119
2025-12-25 16:21:47,INFO,2748148,MainThread,app.api.routes.webhook,Chat request from 2012343456567890,20251225_162119
2025-12-25 16:21:47,INFO,2748148,MainThread,app.api.routes.webhook,"Request Payload: {""phone_number"":""2012343456567890"",""message"":""اهلا""}",20251225_162119
2025-12-25 16:21:47,INFO,2748148,MainThread,app.services.conversation,Executing LangGraph workflow for 2012343456567890,20251225_162119
2025-12-25 16:21:47,INFO,2748148,MainThread,app.services.conversation,Input Message: اهلا,20251225_162119
2025-12-25 16:21:48,INFO,2748148,MainThread,app.core.llm,Generating Cohere response for message (length: 804),20251225_162119
2025-12-25 16:21:49,INFO,2748148,MainThread,app.graph.nodes,Node [detect_intent]: Raw: greeting -> Final: greeting,20251225_162119
2025-12-25 16:21:49,INFO,2748148,MainThread,app.services.backend_api,Backend API service initialized with base URL: http://localhost:3001/api,20251225_162119
2025-12-25 16:21:49,INFO,2748148,MainThread,app.services.backend_api,Retrieved 5 areas,20251225_162119
2025-12-25 16:21:49,INFO,2748148,MainThread,app.services.backend_api,Retrieved 16 projects (Area: None),20251225_162119
2025-12-25 16:21:49,INFO,2748148,MainThread,app.core.llm,Generating Cohere response for message (length: 1959),20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.graph.nodes,"Node [extract_requirements]: Merged requirements - 2 fields, Confirmation needed: False",20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.graph.nodes,"Node [check_missing_data]: Complete: False, Missing: ['area', 'requirements'], Suggest Project: False",20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.graph.nodes,"Node [generate_clarification]: Entry - Suggest Project: False, Missing: ['area', 'requirements']",20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.services.backend_api,Retrieved 5 areas,20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.graph.nodes,Node [generate_clarification]: Prepared question for: area,20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.services.backend_api,Retrieved 5 areas,20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.core.vector_store,Saved session for 2012343456567890 (complete: False),20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.core.vector_store,Storing user message for 2012343456567890,20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.core.vector_store,Storing assistant message for 2012343456567890,20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.services.conversation,"Workflow execution complete for 2012343456567890 - Intent: greeting, Complete: False",20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.api.routes.webhook,Chat response generated for 2012343456567890,20251225_162119
2025-12-25 16:21:51,INFO,2748148,MainThread,app.api.routes.webhook,"Response Payload: {'phone_number': '2012343456567890', 'response': 'أهلاً وسهلاً! أنا مساعدك في البحث عن العقارات.\n\nأقدر أساعدك في إيجاد وحدات في المناطق المتاحة لدينا:\n• Madinty\n• New Capital\n• North Coast\n• Sharm El Sheikh\n• Tagamoo\n\nحابب تبدأ البحث في أي منطقة؟', 'intent': 'greeting', 'extracted_requirements': {'needs_garden': False, 'needs_roof': False}, 'is_complete': False, 'confirmation_buttons': None, 'should_ask_clarification': True, 'timestamp': '2025-12-25T16:21:47.910753'}",20251225_162119
2025-12-25 16:21:57,INFO,2748148,MainThread,app.api.routes.webhook,Chat request from 2012343456567890,20251225_162119
2025-12-25 16:21:57,INFO,2748148,MainThread,app.api.routes.webhook,"Request Payload: {""phone_number"":""2012343456567890"",""message"":""New Capital""}",20251225_162119
2025-12-25 16:21:57,INFO,2748148,MainThread,app.services.conversation,Executing LangGraph workflow for 2012343456567890,20251225_162119
2025-12-25 16:21:57,INFO,2748148,MainThread,app.services.conversation,Input Message: New Capital,20251225_162119
2025-12-25 16:21:57,INFO,2748148,MainThread,app.core.vector_store,Retrieved session for 2012343456567890,20251225_162119
